-10908747411942290	3791695	4942290	
-10919201271973978	3675541	4973978	
-10922729091970473	3636343	4970473	
-10902579262261993	3860230	5261993	
-10910886802212945	3767924	5212945	
-10922682292043576	3636863	5043576	
-10921937271989478	3645141	4989478	
-10909288312081669	3785685	5081669	
-10912748091972378	3747243	4972378	
-10919587822230872	3671246	5230872	
-10930584742246503	3549058	5246503	
-10915879011922829	3712455	4922829	
-10915367271764085	3718141	4764085	
-10929088042311071	3565688	5311071	
-10917230271854382	3697441	4854382	
-10911272002045977	3763644	5045977	
-10907788552231573	3802349	5231573	
-10916176822175574	3709146	5175574	
-10910488912052676	3772345	5052676	
-10916330092057076	3707443	5057076	
-10917923182018177	3689742	5018177	
-10909714732135375	3780947	5135375	
-10916942271867782	3700641	4867782	
-10928739652280196	3569559	5280196	
-10903610931838888	3848767	4838888	
-10889785581924301	4002382	4924301	
-10916420182002478	3706442	5002478	
-10895545942128917	3938378	5128917	
-10931414812260271	3539835	5260271	
-10910838652184847	3768459	5184847	
-10914044002045477	3732844	5045477	
-10917878182028877	3690242	5028877	
-10922351271978778	3640541	4978778	
-10888539172143291	4016231	5143291	
-10910416732191273	3773147	5191273	
-10919709232001524	3669897	5001524	
-10910899942214040	3767778	5214040	
-10939919362184973	3445340	5184973	
-10919192182041977	3675642	5041977	
-10914604162052639	3726620	5052639	
-10894261642019576	3952648	5019576	
-10917752181986278	3691642	4986278	
-10916358351890237	3707129	4890237	
-10910596732188573	3771147	5188573	
-10921385301967024	3651274	4967024	
-10889909962202892	4001000	5202892	
-10928200912268071	3575545	5268071	
-10928921002261371	3567544	5261371	
-10917779092038177	3691343	5038177	
-10910992462184290	3766750	5184290	
-10927591702242698	3582314	5242698	
-10917599271854382	3693341	4854382	
-10909507642195373	3783248	5195373	
-10917626181983678	3693042	4983678	
-10912338592005917	3751793	5005917	
-10908704662004428	3792170	5004428	
-10916258091889184	3708243	4889184	
-10910254642200573	3774948	5200573	
-10912523091905880	3749743	4905880	
-10911812091964679	3757643	4964679	
-10911435532190024	3761827	5190024	
-10921237701958571	3652914	4958571	
-10889716192197373	4003153	5197373	
-10917122092051676	3698643	5051676	
-10914866062170786	3723710	5170786	
-10914818002069376	3724244	5069376	
-10915770292117045	3713663	5117045	
-10889347192197473	4007253	5197473	
-10917065931849821	3699267	4849821	
-10909408732178174	3784347	5178174	
-10928204061786926	3575510	4786926	
-10916753092051776	3702743	5051776	
-10918103181972978	3687742	4972978	
-10916104281969832	3709952	4969832	
-10907659402190247	3803784	5190247	
-10940126362200973	3443040	5200973	
-10902385672267509	3862381	5267509	
-10910002642195373	3777748	5195373	
-10914980181866882	3722442	4866882	
-10911982912063176	3755745	5063176	
-10912379002045877	3751344	5045877	
-10912560892107508	3749323	5107508	
-10910984182193017	3766842	5193017	
-10888446472199672	4017261	5199672	
-10896511462147074	3927650	5147074	
-10914673912129360	3725845	5129360	
-10906195552199973	3820049	5199973	
-10887403282143274	4028852	5143274	
-10884334371918579	4062951	4918579	
-10919854762012288	3668280	5012288	
-10928678002264171	3570244	5264171	
-10902908482269454	3856572	5269454	
-10919002822209873	3677746	5209873	
-10913860762042743	3734880	5042743	
-10915061092033477	3721543	5033477	
-10919768271982078	3669241	4982078	
-10888564192208373	4015953	5208373	
-10916276092022577	3708043	5022577	
-10917565701895348	3693714	4895348	
-10914862641829154	3723748	4829154	
-10915305622188142	3718826	5188142	
-10920605182039177	3659942	5039177	
-10909462642206173	3783748	5206173	
-10917986182018377	3689042	5018377	
-10914215181931080	3730942	4931080	
-10914080092036377	3732443	5036377	
-10914851841886247	3723868	4886247	
-10921821082015782	3646432	5015782	
-10915853002061276	3712744	5061276	
-10927480912279071	3583545	5279071	
-10916564181975978	3704842	4975978	
-10940589052138944	3437899	5138944	
-10901395492251612	3873383	5251612	
-10915523331977667	3716407	4977667	
-10923066951996344	3632589	4996344	
-10914719181858982	3725342	4858982	
-10916798271854682	3702241	4854682	
-10919597991966788	3671133	4966788	
-10902980931831191	3855767	4831191	
-10911172912055476	3764745	5055476	
-10917806092054376	3691043	5054376	
-10937831182257371	3468542	5257371	
-10912460002059276	3750444	5059276	
-10918256271841083	3686041	4841083	
-10917609531876985	3693227	4876985	
-10902917391868099	3856473	4868099	
-10921162191964942	3653753	4964942	
-10906321912027077	3818645	5027077	
-10910076532107775	3776927	5107775	
-10911046912055476	3766145	5055476	
-10907338642187958	3807348	5187958	
-10897007451943949	3922139	4943949	
-10914062181872481	3732642	4872481	
-10920488182041977	3661242	5041977	
-10920152571827686	3664971	4827686	
-10908292642206473	3796748	5206473	
-10913063002048577	3743744	5048577	
-10917608181973178	3693242	4973178	
-10916685052066143	3703499	5066143	
-10916522151892043	3705309	4892043	
-10918335651930336	3685159	4930336	
-10930000462242210	3555550	5242210	
-10916114092036077	3709843	5036077	
-10917716092035777	3692043	5035777	
-10929587002253471	3560144	5253471	
-10902253372267372	3863851	5267372	
-10916697651986673	3703359	4986673	
-10916897181871982	3701142	4871982	
-10931414812260530	3539835	5260530	
-10914373941869585	3729178	4869585	
-10900185622255115	3886826	5255115	
-10888267282143274	4019252	5143274	
-10920110271843482	3665441	4843482	
-10930010002248072	3555444	5248072	
-10915637181853582	3715142	4853582	
-10918455262043378	3683830	5043378	
-10883812012230573	4068755	5230573	
-10918778181972978	3680242	4972978	
-10917995092057076	3688943	5057076	
-10917122092051876	3698643	5051876	
-10916118682185541	3709792	5185541	
-10911340221965560	3762886	4965560	
-10940682292085857	3436863	5085857	
-10929155002253571	3564944	5253571	
-10907146222203704	3809486	5203704	
-10899879082254727	3890232	5254727	
-10917512602048321	3694304	5048321	
-10890174742219813	3998058	5219813	
-10914539181781784	3727342	4781784	
-10909822642200873	3779748	5200873	
-10911999471803440	3755561	4803440	
-10912847002069976	3746144	5069976	
-10917276441854382	3696928	4854382	
-10917095092073276	3698943	5073276	
-10895980731983577	3933547	4983577	
-10909942522214148	3778416	5214148	
-10914593181856482	3726742	4856482	
-10930802092209372	3546643	5209372	
-10919741182036877	3669542	5036877	
-10900122622255156	3887526	5255156	
-10921334271997978	3651841	4997978	
-10915916092028177	3712043	5028177	
-10929227002258971	3564144	5258971	
-10891533021808228	3982966	4808228	
-10917176271860082	3698041	4860082	
-10902379372270075	3862451	5270075	
-10926984382361951	3589062	5361951	
-10919264271854382	3674841	4854382	
-10916069181853582	3710342	4853582	
-10889680192213673	4003553	5213673	
-10912109002030177	3754344	5030177	
-10929893002253471	3556744	5253471	
-10927337002232672	3585144	5232672	
-10911155631858911	3764937	4858911	
-10912739721854670	3747336	4854670	
-10916204002088076	3708844	5088076	
-10930584742246902	3549058	5246902	
-10915877482005891	3712472	5005891	
-10896007372172674	3933251	5172674	
-10898014821749984	3910946	4749984	
-10894459641990477	3950448	4990477	
-10885008832075550	4055457	5075550	
-10915434141982534	3717398	4982534	
-10911254002035677	3763844	5035677	
-10918922181986378	3678642	4986378	
-10907784322189538	3802396	5189538	
-10916213092020177	3708743	5020177	
-10913114302118289	3743174	5118289	
-10923522802173659	3627524	5173659	
-10910254642200873	3774948	5200873	
-10923170271989678	3631441	4989678	
-10914116181867282	3732042	4867282	
-10895053552087675	3943849	5087675	
-10918712841992381	3680968	4992381	
-10915799181880281	3713342	4880281	
-10917509092062576	3694343	5062576	
-10918535181975778	3682942	4975778	
-10906691092200661	3814543	5200661	
-10914026182088665	3733042	5088665	
-10921748271987278	3647241	4987278	
-10889977192205673	4000253	5205673	
-10915925092033577	3711943	5033577	
-10917599182007977	3693342	5007977	
-10918247182029177	3686142	5029177	
-10917158181880099	3698242	4880099	
-10889459512196279	4006005	5196279	
-10913783002037877	3735744	5037877	
-10924051912255872	3621645	5255872	
-10912667002032777	3748144	5032777	
-10919777271987678	3669141	4987678	
-10916078181861582	3710242	4861582	
-10910389642208873	3773448	5208873	
-10918009672008809	3688781	5008809	
-10928389912271071	3573445	5271071	
-10915772181861682	3713642	4861682	
-10911739462189835	3758450	5189835	
-10916555001837355	3704944	4837355	
-10913594002035277	3737844	5035277	
-10896439372172674	3928451	5172674	
-10917275092030677	3696943	5030677	
-10889716192197732	4003153	5197732	
-10906139302231676	3820674	5231676	
-10910200642206273	3775548	5206273	
-10916433861884423	3706290	4884423	
-10929440032295020	3561777	5295020	
-10901596911801483	3871145	4801483	
-10920335451963775	3662939	4963775	
-10919214232322032	3675397	5322032	
-10917383181986778	3695742	4986778	
-10921980562048467	3644660	5048467	
-10909560022186350	3782666	5186350	
-10915549072179483	3716121	5179483	
-10921450552018796	3650549	5018796	
-10916573181861582	3704742	4861582	
-10906835001927279	3812944	4927279	
-10914260181880681	3730442	4880681	
-10915181421963393	3720206	4963393	
-10912625422105204	3748606	5105204	
-10915582461965117	3715750	4965117	
-10914422181864682	3728642	4864682	
-10915979002061576	3711344	5061576	
-10917644181997378	3692842	4997378	
-10917611421858975	3693206	4858975	
-10911983002030277	3755744	5030277	
-10914062092025977	3732643	5025977	
-10912732881854036	3747412	4854036	
-10915136872167855	3720701	5167855	
-10916285812082250	3707935	5082250	
-10929149062240504	3565010	5240504	
-10919970141965819	3666998	4965819	
-10916168092030977	3709243	5030977	
-10924428561917364	3617460	4917364	
-10921520662002447	3649770	5002447	
-10913842491889550	3735083	4889550	
-10902477472264128	3861361	5264128	
-10915286181907180	3719042	4907180	
-10923421912245472	3628645	5245472	
-10915152621889810	3720526	4889810	
-10921755382048413	3647162	5048413	
-10917091671971784	3698981	4971784	
-10909588732175874	3782347	5175874	
-10919209642332671	3675448	5332671	
-10915123282213120	3720852	5213120	
-10921397271998178	3651141	4998178	
-10920209182020977	3664342	5020977	
-10915736092031077	3714043	5031077	
-10916404702183907	3706614	5183907	
-10915430092033773	3717443	5033773	
-10919773761959372	3669180	4959372	
-10920740632001249	3658437	5001249	
-10914395092041977	3728943	5041977	
-10918355271825383	3684941	4825383	
-10904109711848040	3843225	4848040	
-10916555182010977	3704942	5010977	
-10911196222192515	3764486	5192515	
-10925086822318471	3610146	5318471	
-10916645182069630	3703942	5069630	
-10925529801837402	3605224	4837402	
-10915115181875281	3720942	4875281	
-10904092521898116	3843416	4898116	
-10911398002049176	3762244	5049176	
-10921403481831717	3651072	4831717	
-10917302181973578	3696642	4973578	
-10923004672010687	3633281	5010687	
-10884892192145474	4056753	5145474	
-10915429822173574	3717446	5173574	
-10920848182036877	3657242	5036877	
-10920677271971679	3659141	4971679	
-10916933182016277	3700742	5016277	
-10916546002069576	3705044	5069576	
-10921859781965224	3646002	4965224	
-10912136091975778	3754043	4975778	
-10912469002024977	3750344	5024977	
-10916023732230772	3710847	5230772	
-10883812012230873	4068755	5230873	
-10914872092031277	3723643	5031277	
-10917194182024277	3697842	5024277	
-10907527912011177	3805245	5011177	
-10917606111855674	3693265	4855674	
-10913126092018277	3743043	5018277	
-10927480912279471	3583545	5279471	
-10916897092025577	3701143	5025577	
-10918886271969379	3679041	4969379	
-10915790002059076	3713444	5059076	
-10911551002027877	3760544	5027877	
-10908998332184625	3788907	5184625	
-10917387141849103	3695698	4849103	
-10927913002248772	3578744	5248772	
-10910804182198823	3768842	5198823	
-10898041821808882	3910646	4808882	
-10893622372146674	3959751	5146674	
-10917544911833285	3693945	4833285	
-10900769812253306	3880335	5253306	
-10917428182016277	3695242	5016277	
-10916078092052476	3710243	5052476	
-10917032092033577	3699643	5033577	
-10913008552300571	3744349	5300571	
-10917671181973578	3692542	4973578	
-10915618731969515	3715347	4969515	
-10932026631764585	3533037	4764585	
-10921676271979578	3648041	4979578	
-10922722251967818	3636419	4967818	
-10918904182013377	3678842	5013377	
-10921398441968657	3651128	4968657	
-10922707131975721	3636587	4975721	
-10916249181891181	3708342	4891181	
-10918112182021477	3687642	5021477	
-10919309181997278	3674342	4997278	
-10924939311839417	3611785	4839417	
-10909993642190573	3777848	5190573	
-10921317711975619	3652025	4975619	
-10920210442038220	3664328	5038220	
-10919650102017583	3670554	5017583	
-10915475181869982	3716942	4869982	
-10907590912011277	3804545	5011277	
-10920461182026377	3661542	5026377	
-10909381642193373	3784648	5193373	
-10914602181862182	3726642	4862182	
-10916681271857882	3703541	4857882	
-10919579271979978	3671341	4979978	
-10911758002043877	3758244	5043877	
-10915868031887116	3712577	4887116	
-10926824811803088	3590835	4803088	
-10913216002070276	3742044	5070276	
-10920914872038937	3656501	5038937	
-10916942271868482	3700641	4868482	
-10900185622255540	3886826	5255540	
-10917006531965598	3699927	4965598	
-10908463642198873	3794848	5198873	
-10920957531970183	3656027	4970183	
-10910929912058676	3767445	5058676	
-10917401092033577	3695543	5033577	
-10919390271977378	3673441	4977378	
-10910968162214005	3767020	5214005	
-10890976282183174	3989152	5183174	
-10910035132194123	3777387	5194123	
-10914810982053146	3724322	5053146	
-10916522962115870	3705300	5115870	
-10925851912263871	3601645	5263871	
-10917977182013577	3689142	5013577	
-10922862291961631	3634863	4961631	
-10937930182281871	3467442	5281871	
-10915682002069876	3714644	5069876	
-10915925002067176	3711944	5067176	
-10918868181992078	3679242	4992078	
-10917524122048291	3694176	5048291	
-10926904282299133	3589952	5299133	
-10909514122089809	3783176	5089809	
-10922686521966781	3636816	4966781	
-10917095271847182	3698941	4847182	
-10902579262262787	3860230	5262787	
-10914602181862244	3726642	4862244	
-10918079062016171	3688010	5016171	
-10931171002282971	3542544	5282971	
-10916906092031077	3701043	5031077	
-10936578292223099	3482463	5223099	
-10891327551950078	3985249	4950078	
-10920019911918328	3666445	4918328	
-10900885462186874	3879050	5186874	
-10928317912263471	3574245	5263471	
-10920982642361970	3655748	5361970	
-10913680132118838	3736887	5118838	
-10921122321966079	3654196	4966079	
-10913099002033077	3743344	5033077	
-10926882861786760	3590190	4786760	
-10919765482010877	3669272	5010877	
-10911523912085276	3760845	5085276	
-10926346912263871	3596145	5263871	
-10914063531854265	3732627	4854265	
-10891408282183174	3984352	5183174	
-10918472181973578	3683642	4973578	
-10921667271974379	3648141	4974379	
-10920856642361970	3657148	5361970	
-10894056892018345	3954923	5018345	
-10916763621895136	3702626	4895136	
-10913126091978478	3743043	4978478	
-10914476181862282	3728042	4862282	
-10915394092050076	3717843	5050076	
-10921991542045247	3644538	5045247	
-10927498912252972	3583345	5252972	
-10918103181973678	3687742	4973678	
-10917563092057676	3693743	5057676	
-10920695002122375	3658944	5122375	
-10900496302251732	3883374	5251732	
-10912928002043777	3745244	5043777	
-10913891092034377	3734543	5034377	
-10917329181992478	3696342	4992478	
-10919498182040077	3672242	5040077	
-10929837202241686	3557364	5241686	
-10885243012241473	4052855	5241473	
-10916627092049877	3704143	5049877	
-10934185912353070	3509045	5353070	
-10913558181825183	3738242	4825183	
-10917680092052376	3692443	5052376	
-10919173552382270	3675849	5382270	
-10921749981958564	3647222	4958564	
-10913171181854582	3742542	4854582	
-10916305522184135	3707716	5184135	
-10890453292207879	3994963	5207879	
-10897699731978478	3914447	4978478	
-10912658002027877	3748244	5027877	
-10918094182008377	3687842	5008377	
-10929731002267371	3558544	5267371	
-10917535732052087	3694047	5052087	
-10917761271879181	3691541	4879181	
-10920425182042577	3661942	5042577	
-10930055002237972	3554944	5237972	
-10917626181984478	3693042	4984478	
-10919381271972179	3673541	4972179	
-10920984982020123	3655722	5020123	
-10920174802001432	3664724	5001432	
-10915501912105975	3716645	5105975	
-10906691092201142	3814543	5201142	
-10920524182026577	3660842	5026577	
-10916024181864782	3710842	4864782	
-10913252092021177	3741643	5021177	
-10919489182034777	3672342	5034777	
-10918058092057676	3688243	5057676	
-10915106002056776	3721044	5056776	
-10915313271890336	3718741	4890336	
-10920857272009277	3657141	5009277	
-10914305092023677	3729943	5023677	
-10920938271982578	3656241	4982578	
-10902435711843333	3861825	4843333	
-10916771181869982	3702542	4869982	
-10889232442212327	4008528	5212327	
-10918958182010877	3678242	5010877	
-10913288092002578	3741243	5002578	
-10916438902188073	3706234	5188073	
-10912335712108180	3751825	5108180	
-10917941182029777	3689542	5029777	
-10920902182031877	3656642	5031877	
-10914719181859682	3725342	4859682	
-10919777271988178	3669141	4988178	
-10920874642332771	3656948	5332771	
-10891696641796882	3981148	4796882	
-10920344271996078	3662841	4996078	
-10910720482180727	3769772	5180727	
-10909601332176798	3782207	5176798	
-10890926782208779	3989702	5208779	
-10917873322017514	3690296	5017514	
-10893470002095557	3961444	5095557	
-10923637552440169	3626249	5440169	
-10888446472200468	4017261	5200468	
-10919327271974978	3674141	4974978	
-10923524602031795	3627504	5031795	
-10913108181894681	3743242	4894681	
-10913842491889993	3735083	4889993	
-10913441091943879	3739543	4943879	
-10903335621860490	3851826	4860490	
-10915337752037469	3718469	5037469	
-10889680192214273	4003553	5214273	
-10914971181942379	3722542	4942379	
-10909264642198973	3785948	5198973	
-10908903652170152	3789959	5170152	
-10914171712139888	3731425	5139888	
-10910947642209373	3767248	5209373	
-10911244912064176	3763945	5064176	
-10929587002254171	3560144	5254171	
-10914787311889672	3724585	4889672	
-10927697451941580	3581139	4941580	
-10919521492016921	3671983	5016921	
-10916522151892754	3705309	4892754	
-10911658372210343	3759351	5210343	
-10920677271972079	3659141	4972079	
-10917896092033777	3690043	5033777	
-10917500182024577	3694442	5024577	
-10901594572063945	3871171	5063945	
-10915061271767785	3721541	4767785	
-10909462642206973	3783748	5206973	
-10917986182019177	3689042	5019177	
-10912790212101550	3746775	5101550	
-10913368912082476	3740345	5082476	
-10917524122048551	3694176	5048551	
-10915767771966353	3713691	4966353	
-10909336642204373	3785148	5204373	
-10917626092057876	3693043	5057876	
-10913724951894877	3736389	4894877	
-10889635551931979	4004049	4931979	
-10917860181976578	3690442	4976578	
-10889689192219673	4003453	5219673	
-10905854001853282	3823844	4853282	
-10917365271863382	3695941	4863382	
-10915448181851682	3717242	4851682	
-10907666602181506	3803704	5181506	
-10915583002086176	3715744	5086176	
-10910866912058976	3768145	5058976	
-10908304882180774	3796612	5180774	
-10902730552270887	3858549	5270887	
-10912154002060176	3753844	5060176	
-10923572122172809	3626976	5172809	
-10919327271975084	3674141	4975084	
-10903230412243100	3852995	5243100	
-10917887902289260	3690134	5289260	
-10906843552219473	3812849	5219473	
-10922000271990578	3644441	4990578	
-10922376201958007	3640264	4958007	
-10913549002046577	3738344	5046577	
-10913216091957379	3742043	4957379	
-10924466361839483	3617040	4839483	
-10917383181987378	3695742	4987378	
-10898688021892930	3903466	4892930	
-10912301422055202	3752206	5055202	
-10911837652193739	3757359	5193739	
-10922411572094775	3639871	5094775	
-10914673912130306	3725845	5130306	
-10913513092029377	3738743	5029377	
-10909597912035277	3782245	5035277	
-10922216271971879	3642041	4971879	
-10916303181966279	3707742	4966279	
-10916474092031477	3705843	5031477	
-10915754181971678	3713842	4971678	
-10914063531854570	3732627	4854570	
-10903351911860481	3851645	4860481	
-10914737002057076	3725144	5057076	
-10912059862005925	3754890	5005925	
-10890400641754683	3995548	4754683	
-10930280541745286	3552438	4745286	
-10917181401850764	3697984	4850764	
-10911704091976378	3758843	4976378	
-10924699912235172	3614445	5235172	
-10920159681969565	3664892	4969565	
-10884651622253564	4059426	5253564	
-10922601381958175	3637762	4958175	
-10917044872048077	3699501	5048077	
-10908080061967734	3799110	4967734	
-10920524992007566	3660833	5007566	
-10918121182027277	3687542	5027277	
-10915326592187714	3718593	5187714	
-10909138552269772	3787349	5269772	
-10921559271985378	3649341	4985378	
-10918177521920029	3686916	4920029	
-10928165541772385	3575938	4772385	
-10922306271990578	3641041	4990578	
-10912810912080076	3746545	5080076	
-10916748142113795	3702798	5113795	
-10916816182019577	3702042	5019577	
-10921127271985478	3654141	4985478	
-10919777182021677	3669142	5021677	
-10916991411973944	3700095	4973944	
-10924817272019477	3613141	5019477	
-10916266281874871	3708152	4874871	
-10921273431963378	3652517	4963378	
-10910074642204373	3776948	5204373	
-10913009092021577	3744343	5021577	
-10922266131970958	3641487	4970958	
-10920848182037477	3657242	5037477	
-10920335451964492	3662939	4964492	
-10922384752009729	3640169	5009729	
-10915152621890473	3720526	4890473	
-10910254642201673	3774948	5201673	
-10910867002025877	3768144	5025877	
-10930010002248972	3555444	5248972	
-10921373691961883	3651403	4961883	
-10922071282001829	3643652	5001829	
-10911678802048668	3759124	5048668	
-10921142482144380	3653972	5144380	
-10913360002044077	3740444	5044077	
-10915043002054476	3721744	5054476	
-10910381272211556	3773541	5211556	
-10917680182022077	3692442	5022077	
-10921255612003630	3652715	5003630	
-10900238632256457	3886237	5256457	
-10919652981996694	3670522	4996694	
-10919534271991178	3671841	4991178	
-10916834092066176	3701843	5066176	
-10912982091965579	3744643	4965579	
-10916294002067576	3707844	5067576	
-10884748102206073	4058354	5206073	
-10937831182258371	3468542	5258371	
-10917878181950079	3690242	4950079	
-10914377092029377	3729143	5029377	
-10911398091856582	3762243	4856582	
-10926526642441369	3594148	5441369	
-10912360372106456	3751551	5106456	
-10934645362125775	3503940	5125775	
-10914062181873481	3732642	4873481	
-10917400822211273	3695546	5211273	
-10920407182029677	3662142	5029677	
-10917608182014177	3693242	5014177	
-10928921002262571	3567544	5262571	
-10910838652186083	3768459	5186083	
-10915262421897470	3719306	4897470	
-10913945092029477	3733943	5029477	
-10917302181974278	3696642	4974278	
-10916519092020977	3705343	5020977	
-10913855181857582	3734942	4857582	
-10911875091965879	3756943	4965879	
-10916402272197216	3706641	5197216	
-10911932062188496	3756310	5188496	
-10928813812294013	3568735	5294013	
-10913666002041477	3737044	5041477	
-10917464902134913	3694834	5134913	
-10901254372260572	3874951	5260572	
-10909642642204573	3781748	5204573	
-10919892291954753	3667863	4954753	
-10937309182239872	3474342	5239872	
-10929542182238681	3560642	5238681	
-10909178512036084	3786905	5036084	
-10913441181870981	3739542	4870981	
-10917707092031477	3692143	5031477	
-10915230021868731	3719666	4868731	
-10914683092029377	3725743	5029377	
-10913648541791304	3737238	4791304	
-10898104821809582	3909946	4809582	
-10921325182026877	3651942	5026877	
-10915763721977751	3713736	4977751	
-10913395911938839	3740045	4938839	
-10913432002049576	3739644	5049576	
-10886683192188573	4036853	5188573	
-10911415282206658	3762052	5206658	
-10919912271996578	3667641	4996578	
-10883729212243344	4069675	5243344	
-10912091002060476	3754544	5060476	
-10906476892200539	3816923	5200539	
-10902841431841688	3857317	4841688	
-10893658372128775	3959351	5128775	
-10935103732214607	3498847	5214607	
-10911938091968578	3756243	4968578	
-10921694271993578	3647841	4993578	
-10908716091795883	3792043	4795883	
-10899915262253266	3889830	5253266	
-10910466502184847	3772594	5184847	
-10910930002026077	3767444	5026077	
-10917986991840296	3689033	4840296	
-10911297292175173	3763363	5175173	
-10925977101883767	3600254	4883767	
-10916186181851882	3709042	4851882	
-10916834181873081	3701842	4873081	
-10891360762202864	3984880	5202864	
-10919498271967379	3672241	4967379	
-10898931561851045	3900760	4851045	
-10917547792052643	3693913	5052643	
-10917194181985078	3697842	4985078	
-10916973591854382	3700293	4854382	
-10910443372224273	3772851	5224273	
-10902579262263435	3860230	5263435	
-10910759361983755	3769340	4983755	
-10908545091846582	3793943	4846582	
-10916942271869182	3700641	4869182	
-10914557181873581	3727142	4873581	
-10916744182014477	3702842	5014477	
-10926336742051389	3596258	5051389	
-10894299081795497	3952232	4795497	
-10916960271839883	3700441	4839883	
-10927913002249572	3578744	5249572	
-10917355372228379	3696051	5228379	
-10914170181782984	3731442	4782984	
-10921991002165374	3644544	5165374	
-10919255182043377	3674942	5043377	
-10918003912170074	3688845	5170074	
-10937876541994878	3468038	4994878	
-10912154002060576	3753844	5060576	
-10917168621877069	3698126	4877069	
-10939925662026621	3445270	5026621	
-10909770712202573	3780325	5202573	
-10901317462187474	3874250	5187474	
-10919192182003378	3675642	5003378	
-10914728002052076	3725244	5052076	
-10910596732189973	3771147	5189973	
-10902006952249572	3866589	5249572	
-10911856912061876	3757145	5061876	
-10938110182279871	3465442	5279871	
-10906691092201722	3814543	5201722	
-10911221782181467	3764202	5181467	
-10908903652170648	3789959	5170648	
-10913945092029677	3733943	5029677	
-10913836552319871	3735149	5319871	
-10921613271980378	3648741	4980378	
-10884840082256045	4057332	5256045	
-10912991092011177	3744543	5011177	
-10915333882022548	3718512	5022548	
-10889050192206873	4010553	5206873	
-10912927912077676	3745245	5077676	
-10913531181847182	3738542	4847182	
-10912361092003277	3751543	5003277	
-10921280182037702	3652442	5037702	
-10921874271990978	3645841	4990978	
-10913313741837931	3740958	4837931	
-10912125292193756	3754163	5193756	
-10920371271975278	3662541	4975278	
-10915205002081376	3719944	5081376	
-10920470271999278	3661441	4999278	
-10911128002034177	3765244	5034177	
-10911718942188637	3758678	5188637	
-10888403001806437	4017744	4806437	
-10915070092040177	3721443	5040177	
-10914800181830983	3724442	4830983	
-10909755142176798	3780498	5176798	
-10902808672263496	3857681	5263496	
-10909256002021177	3786044	5021177	
-10921325632020825	3651937	5020825	
-10931846002280971	3535044	5280971	
-10919327271975578	3674141	4975578	
-10914593181857682	3726742	4857682	
-10915079181892281	3721342	4892281	
-10914548002054876	3727244	5054876	
-10915988002070576	3711244	5070576	
-10896952731976578	3922747	4976578	
-10920866272015277	3657041	5015277	
-10910849091862282	3768343	4862282	
-10903242471841000	3852861	4841000	
-10902753952254852	3858289	5254852	
-10910603662197579	3771070	5197579	
-10918805182030277	3679942	5030277	
-10915313271891000	3718741	4891000	
-10902379372271272	3862451	5271272	
-10916329102181795	3707454	5181795	
